context1,context2,context3,context4,context5,context6,context7,response
"The Metamorphosis Now, unfortunately this flight of the manager also seemed completely to bewilder his father, who earlier had been relatively calm, for instead of running after the manager himself or at least not hindering Gregor from his pursuit, with his right hand he grabbed hold of the manager’s cane, which he had left behind with his hat and overcoat on a chair"," With his left hand, his father picked up a large newspaper from the table and, stamping his feet on the floor, he set out to drive Gregor back into his room by waving the cane and the newspaper", No request of Gregor’s was of any use; no request would even be understood," No matter how willing he was to turn his head respectfully, his father just stomped all the harder with his feet","Across the room from him his mother had pulled open a window, in spite of the cool weather, and leaning out with her hands on her cheeks, she pushed her face far outside the window"," Between the alley and the stair well a strong draught came up, the curtains on the window flew around, the newspapers on the table swished, and individual sheets fluttered down over the floor"," The father relentlessly pressed forward pushing out sibilants, like a wild man"," With his left hand, his father picked up a large newspaper from the table and, stamping his feet on the floor, he set out to drive Gregor back into his room by waving the cane and the newspaper"
" With his left hand, his father picked up a large newspaper from the table and, stamping his feet on the floor, he set out to drive Gregor back into his room by waving the cane and the newspaper", No request of Gregor’s was of any use; no request would even be understood," No matter how willing he was to turn his head respectfully, his father just stomped all the harder with his feet","Across the room from him his mother had pulled open a window, in spite of the cool weather, and leaning out with her hands on her cheeks, she pushed her face far outside the window"," Between the alley and the stair well a strong draught came up, the curtains on the window flew around, the newspapers on the table swished, and individual sheets fluttered down over the floor"," The father relentlessly pressed forward pushing out sibilants, like a wild man"," Now, Gregor had no practice at all in going backwards; it was really going very slowly", No request of Gregor’s was of any use; no request would even be understood
 No request of Gregor’s was of any use; no request would even be understood," No matter how willing he was to turn his head respectfully, his father just stomped all the harder with his feet","Across the room from him his mother had pulled open a window, in spite of the cool weather, and leaning out with her hands on her cheeks, she pushed her face far outside the window"," Between the alley and the stair well a strong draught came up, the curtains on the window flew around, the newspapers on the table swished, and individual sheets fluttered down over the floor"," The father relentlessly pressed forward pushing out sibilants, like a wild man"," Now, Gregor had no practice at all in going backwards; it was really going very slowly"," If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"," No matter how willing he was to turn his head respectfully, his father just stomped all the harder with his feet"
" No matter how willing he was to turn his head respectfully, his father just stomped all the harder with his feet","Across the room from him his mother had pulled open a window, in spite of the cool weather, and leaning out with her hands on her cheeks, she pushed her face far outside the window"," Between the alley and the stair well a strong draught came up, the curtains on the window flew around, the newspapers on the table swished, and individual sheets fluttered down over the floor"," The father relentlessly pressed forward pushing out sibilants, like a wild man"," Now, Gregor had no practice at all in going backwards; it was really going very slowly"," If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"," Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards","Across the room from him his mother had pulled open a window, in spite of the cool weather, and leaning out with her hands on her cheeks, she pushed her face far outside the window"
"Across the room from him his mother had pulled open a window, in spite of the cool weather, and leaning out with her hands on her cheeks, she pushed her face far outside the window"," Between the alley and the stair well a strong draught came up, the curtains on the window flew around, the newspapers on the table swished, and individual sheets fluttered down over the floor"," The father relentlessly pressed forward pushing out sibilants, like a wild man"," Now, Gregor had no practice at all in going backwards; it was really going very slowly"," If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"," Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards"," And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"," Between the alley and the stair well a strong draught came up, the curtains on the window flew around, the newspapers on the table swished, and individual sheets fluttered down over the floor"
" Between the alley and the stair well a strong draught came up, the curtains on the window flew around, the newspapers on the table swished, and individual sheets fluttered down over the floor"," The father relentlessly pressed forward pushing out sibilants, like a wild man"," Now, Gregor had no practice at all in going backwards; it was really going very slowly"," If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"," Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards"," And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"," Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement"," The father relentlessly pressed forward pushing out sibilants, like a wild man"
" The father relentlessly pressed forward pushing out sibilants, like a wild man"," Now, Gregor had no practice at all in going backwards; it was really going very slowly"," If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"," Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards"," And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"," Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement",If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head," Now, Gregor had no practice at all in going backwards; it was really going very slowly"
" Now, Gregor had no practice at all in going backwards; it was really going very slowly"," If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"," Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards"," And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"," Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement",If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head," He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"," If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"
" If Gregor only had been allowed to turn himself around, he would have been in his room right away, but he was afraid to make his father impatient by the time-consuming process of turning around, and each moment he faced the threat of a mortal blow on his back or his head from the cane in his father’s hand"," Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards"," And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"," Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement",If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head," He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"," But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"," Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards"
" Finally Gregor had no other option, for he noticed with horror that he did not understand  yet how to maintain his direction going backwards"," And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"," Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement",If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head," He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"," But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"," Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through"," And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"
" And so he began, amid constantly anxious sideways glances in his father’s direction, to turn himself around as quickly as possible (although in truth this was only very slowly)"," Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement",If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head," He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"," But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"," Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through", His single fixed thought was that Gregor must get into his room as quickly as possible," Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement"
" Perhaps his father noticed his good intentions, for he did not disrupt Gregor in this motion, but with the tip of the cane from a distance he even directed here and there Gregor’s rotating movement",If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head," He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"," But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"," Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through", His single fixed thought was that Gregor must get into his room as quickly as possible, He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door,If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head
If only there hadn’t been his father’s unbearable hissing! Because of that Gregor totally lost his head," He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"," But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"," Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through", His single fixed thought was that Gregor must get into his room as quickly as possible, He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door," On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards"," He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"
" He was already almost totally turned around, when, always with this hissing in his ear, he just made a mistake and turned himself back a little"," But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"," Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through", His single fixed thought was that Gregor must get into his room as quickly as possible, He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door," On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards", Behind Gregor the sound was at this point no longer like the voice of only a single father," But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"
" But when he finally was successful in getting his head in front of the door opening, it became clear that his body was too wide to go through any further"," Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through", His single fixed thought was that Gregor must get into his room as quickly as possible, He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door," On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards", Behind Gregor the sound was at this point no longer like the voice of only a single father," Now it was really no longer a joke, and Gregor forced himself, come what might, into the door"," Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through"
" Naturally his father, in his present mental state, had no idea of opening the other wing of the door a bit to create a suitable passage for Gregor to get through", His single fixed thought was that Gregor must get into his room as quickly as possible, He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door," On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards", Behind Gregor the sound was at this point no longer like the voice of only a single father," Now it was really no longer a joke, and Gregor forced himself, come what might, into the door", One side of his body was lifted up, His single fixed thought was that Gregor must get into his room as quickly as possible
 His single fixed thought was that Gregor must get into his room as quickly as possible, He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door," On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards", Behind Gregor the sound was at this point no longer like the voice of only a single father," Now it was really no longer a joke, and Gregor forced himself, come what might, into the door", One side of his body was lifted up, He lay at an angle in the door opening, He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door
 He would never have allowed the elaborate preparations that Gregor required to orient himself and thus perhaps get through the door," On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards", Behind Gregor the sound was at this point no longer like the voice of only a single father," Now it was really no longer a joke, and Gregor forced himself, come what might, into the door", One side of his body was lifted up, He lay at an angle in the door opening, His one flank was sore with the scraping," On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards"
" On the contrary, as if there were no obstacle and with a peculiar noise, he now drove Gregor forwards", Behind Gregor the sound was at this point no longer like the voice of only a single father," Now it was really no longer a joke, and Gregor forced himself, come what might, into the door", One side of his body was lifted up, He lay at an angle in the door opening, His one flank was sore with the scraping, On the white door ugly blotches were left, Behind Gregor the sound was at this point no longer like the voice of only a single father
 Behind Gregor the sound was at this point no longer like the voice of only a single father," Now it was really no longer a joke, and Gregor forced himself, come what might, into the door", One side of his body was lifted up, He lay at an angle in the door opening, His one flank was sore with the scraping, On the white door ugly blotches were left, Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own," Now it was really no longer a joke, and Gregor forced himself, come what might, into the door"
" Now it was really no longer a joke, and Gregor forced himself, come what might, into the door", One side of his body was lifted up, He lay at an angle in the door opening, His one flank was sore with the scraping, On the white door ugly blotches were left, Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own," The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor", One side of his body was lifted up
 One side of his body was lifted up, He lay at an angle in the door opening, His one flank was sore with the scraping, On the white door ugly blotches were left, Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own," The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor"," Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room", He lay at an angle in the door opening
 He lay at an angle in the door opening, His one flank was sore with the scraping, On the white door ugly blotches were left, Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own," The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor"," Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room"," The door was slammed shut with the cane, and finally it was quiet", His one flank was sore with the scraping
 His one flank was sore with the scraping, On the white door ugly blotches were left, Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own," The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor"," Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room"," The door was slammed shut with the cane, and finally it was quiet", II Gregor first woke up from his heavy swoon-like sleep in the evening twilight, On the white door ugly blotches were left
 On the white door ugly blotches were left, Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own," The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor"," Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room"," The door was slammed shut with the cane, and finally it was quiet", II Gregor first woke up from his heavy swoon-like sleep in the evening twilight," He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him", Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own
 Soon The Metamorphosis he was stuck fast and would have not been able to move any more on his own," The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor"," Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room"," The door was slammed shut with the cane, and finally it was quiet", II Gregor first woke up from his heavy swoon-like sleep in the evening twilight," He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him"," The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"," The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor"
" The tiny legs on one side hung twitching in the air above, the ones on the other side were pushed painfully into the floor"," Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room"," The door was slammed shut with the cane, and finally it was quiet", II Gregor first woke up from his heavy swoon-like sleep in the evening twilight," He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him"," The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"," He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"," Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room"
" Then his father gave him one really strong liberating push from behind, and he scurried, bleeding severely, far into the interior of his room"," The door was slammed shut with the cane, and finally it was quiet", II Gregor first woke up from his heavy swoon-like sleep in the evening twilight," He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him"," The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"," He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"," His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"," The door was slammed shut with the cane, and finally it was quiet"
" The door was slammed shut with the cane, and finally it was quiet", II Gregor first woke up from his heavy swoon-like sleep in the evening twilight," He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him"," The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"," He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"," His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"," In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind", II Gregor first woke up from his heavy swoon-like sleep in the evening twilight
 II Gregor first woke up from his heavy swoon-like sleep in the evening twilight," He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him"," The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"," He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"," His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"," In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind",By the door he first noticed what had really lured him there: it was the smell of something to eat," He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him"
" He would certainly have woken up soon afterwards without any disturbance, for he felt himself sufficiently rested and wide awake, although it appeared to him as if a hurried step and a cautious closing of the door to the hall had aroused him"," The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"," He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"," His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"," In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind",By the door he first noticed what had really lured him there: it was the smell of something to eat," For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"," The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"
" The shine of the electric streetlights lay pale here and there on the ceiling and on the higher parts of the furniture, but underneath around Gregor it was dark"," He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"," His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"," In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind",By the door he first noticed what had really lured him there: it was the smell of something to eat," For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"," He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"," He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"
" He pushed himself slowly toward the door, still groping awkwardly with his feelers, which he now learned to value for the first time, to check what was happening there"," His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"," In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind",By the door he first noticed what had really lured him there: it was the smell of something to eat," For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"," He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"," But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all"," His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"
" His left side seemed one single long unpleasantly stretched scar, and he really had to hobble on his two rows of legs"," In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind",By the door he first noticed what had really lured him there: it was the smell of something to eat," For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"," He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"," But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all", He turned away from the bowl almost with aversion and crept back into the middle of the room," In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind"
" In addition, one small leg had been seriously wounded in the course of the morning incident (it was almost a miracle that only one had been hurt) and dragged lifelessly behind",By the door he first noticed what had really lured him there: it was the smell of something to eat," For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"," He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"," But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all", He turned away from the bowl almost with aversion and crept back into the middle of the room,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where on other occasions at this time of day the father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment not a sound was audible",By the door he first noticed what had really lured him there: it was the smell of something to eat
By the door he first noticed what had really lured him there: it was the smell of something to eat," For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"," He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"," But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all", He turned away from the bowl almost with aversion and crept back into the middle of the room,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where on other occasions at this time of day the father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment not a sound was audible"," Now, perhaps this reading aloud, about which his sister always spoken and written to him, had recently fallen out of their general routine"," For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"
" For there stood a bowl filled with sweetened milk, in which swam tiny pieces of white bread"," He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"," But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all", He turned away from the bowl almost with aversion and crept back into the middle of the room,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where on other occasions at this time of day the father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment not a sound was audible"," Now, perhaps this reading aloud, about which his sister always spoken and written to him, had recently fallen out of their general routine"," But it was so still all around, in spite of the fact that the apartment was certainly not empty"," He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"
" He almost laughed with joy, for he now had a much greater hunger than in the morning, and he immediately dipped his head almost up to and over his eyes down into the milk"," But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all", He turned away from the bowl almost with aversion and crept back into the middle of the room,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where on other occasions at this time of day the father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment not a sound was audible"," Now, perhaps this reading aloud, about which his sister always spoken and written to him, had recently fallen out of their general routine"," But it was so still all around, in spite of the fact that the apartment was certainly not empty"," ‘What a quiet life the family leads’, said Gregor to himself and, as he stared fixedly out in front of him into the darkness, he felt a great pride that he had been able to provide such a life in a beautiful apartment like this for his parents and his sister"," But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all"
" But he soon drew it back again in disThe Metamorphosis appointment, not just because it was difficult for him to eat on account of his delicate left side (he could eat only if his entire panting body worked in a coordinated way), but also because the milk, which otherwise was his favorite drink and which his sister had certainly placed there for that reason, did not appeal to him at all", He turned away from the bowl almost with aversion and crept back into the middle of the room,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where on other occasions at this time of day the father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment not a sound was audible"," Now, perhaps this reading aloud, about which his sister always spoken and written to him, had recently fallen out of their general routine"," But it was so still all around, in spite of the fact that the apartment was certainly not empty"," ‘What a quiet life the family leads’, said Gregor to himself and, as he stared fixedly out in front of him into the darkness, he felt a great pride that he had been able to provide such a life in a beautiful apartment like this for his parents and his sister"," But how would things go if now all tranquillity, all prosperity, all contentment should come to a horrible end? In order not to lose himself in such thoughts, Gregor preferred to set himself moving and crawled up and down in his room", He turned away from the bowl almost with aversion and crept back into the middle of the room
 He turned away from the bowl almost with aversion and crept back into the middle of the room,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where on other occasions at this time of day the father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment not a sound was audible"," Now, perhaps this reading aloud, about which his sister always spoken and written to him, had recently fallen out of their general routine"," But it was so still all around, in spite of the fact that the apartment was certainly not empty"," ‘What a quiet life the family leads’, said Gregor to himself and, as he stared fixedly out in front of him into the darkness, he felt a great pride that he had been able to provide such a life in a beautiful apartment like this for his parents and his sister"," But how would things go if now all tranquillity, all prosperity, all contentment should come to a horrible end? In order not to lose himself in such thoughts, Gregor preferred to set himself moving and crawled up and down in his room",Once during the long evening one side door and then the other door was opened just a tiny crack and quickly closed again,"In the living room, as Gregor saw through the crack in the door, the gas was lit, but where on other occasions at this time of day the father was accustomed to read the afternoon newspaper in a loud voice to his mother and sometimes also to his sister, at the moment not a sound was audible"
